service_id,name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,area_id,borough_name,phone,website,email,hours,services,sources,legacy_center_id,serves_indigenous,serves_immigrant,gender_focus,age_groups
SVC_6555be323c,TABLE RONDE DE SAINT-LÉONARD (LA),Food,Food; Youth & Family; Education & Literacy,"8180 Collerette Street, Suite 1234, Saint-Léonard, Montréal, QC, H1P 2V5",45.585452,-73.593464,1,approximate,,,514 955-6464,tablerondedesaintleonard.ca/?lang=en,info@tablerondedesaintleonrad.ca,administration: Monday to Friday 9h00 to 16h00,* Community restaurant.* Collective kitchens.* Cooking workshops for preschoolers and for parents experiencing difficulties who have children 0 to 5 years old.* Frozen meals and fresh menu for take-out or delivery upon request.,211,,0,0,All,Under 25
SVC_548cb601be,TALL CLUB OF MONTRÉAL,Other,Other,Confidential Address,,,0,,,,,,,,* Social club on Facebook for tall people.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_a7e54f9805,TALQ,Other,Other,"1819 René-Lévesque Boulevard West, Suite 400, Ville-Marie, Montréal, QC, H3H 2P5",45.503182,-73.569806,1,approximate,,,514 868-9044,talq.ca,info@talq.ca 465,,"Development, support and promotion of community organizations serving English-speaking Quebecers.* Expertise and mobilization on issues affecting English-speaking Quebecers.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_eb03376b8d,TAX CLINIC,Medical,Medical; Employment & Income,"6462 Saint-Laurent Boulevard, Rosemont—La Petite-Patrie, Montréal, QC, H2S 3C4",45.530283,-73.60907,1,exact,,,514 272-0680,ameiph.com,comptabilite@ameiph.com,"March 22 to June 1, Monday to Friday, 10h30 to 16h30",* Tax clinic by appointment.,211,,0,0,All,25-44; 45-64
SVC_f7c50fc95b,TEAPOT (THE) - LACHINE SENIOR CITIZENS RESOURCES,Seniors,Food; Medical; Employment & Income; Seniors; Education & Literacy; Material Aid; Community & Advocacy; Recreation & Culture,"2901 Saint-Joseph Boulevard, Lachine, Montréal, QC, H8S 4B7",45.433383,-73.689927,1,exact,A008,Lachine,514 637-5627,theteapot.org,teapot@theteapot.org,"Monday to Friday 9h00 to 12h00 and 13h00 to 15h30, thrift shop: Monday and Wednesday 9h00 to 12h00","Community centre.* Support.* Social, recreational, physical and educational activities.* Prevention programs.* Groceries delivery, grocery shopping with minibus.* Technical support.* Foot care.* Thrift shop.* Accompaniment-transportation for medical appointments.* Tax clinic.* Internships for students.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_1a2e4264d0,TEAPOT (THE) - LACHINE SENIOR CITIZENS RESOURCES - ACCOMPANIMENT,Seniors,Medical; Seniors; Community & Advocacy,"2901 Saint-Joseph Boulevard, Lachine, Montréal, QC, H8S 4B7",45.433383,-73.689927,1,exact,A008,Lachine,514 637-5627,theteapot.org,,Monday to Friday,* Transportation and accompaniment for medical appointments by volunteers.,211,,0,0,All,65+
SVC_aaa370dfb5,TEAPOT (THE) - LACHINE SENIOR CITIZENS RESOURCES - TAX CLINIC,Medical,Medical; Employment & Income; Seniors,"2901 Saint-Joseph Boulevard, Lachine, Montréal, QC, H8S 4B7",45.433383,-73.689927,1,exact,A008,Lachine,514 637-5627,theteapot.org,teapot@theteapot.org,"2025 Tax Clinic: March 12 to April 23, by appointment",Tax clinic by appointment.,211,,0,0,All,25-44; 45-64; 65+
SVC_97c0f3c4bb,TEEN HAVEN,Youth & Family,Medical; Youth & Family,"4360 Lasalle Boulevard, Verdun, Montréal, QC, H4G 2A8",45.460203,-73.562759,1,exact,A006,Verdun,514 769-5050,www.teenhaven.ca,administration@thaven.ca,"24 hours / 7 days, office: Monday to Friday 8h30 to 16h00",Social rehabilitation and reintegration of female teenagers.* Residential group home.,211,,0,0,All,Under 25
SVC_8fa87dbdf8,TEKEYAN ARMENIAN CULTURAL ASSOCIATION,Youth & Family,Youth & Family; Education & Literacy; Recreation & Culture,"825 Manoogian Street, Saint-Laurent, Montréal, QC, H4N 1Z5",45.508877,-73.687519,1,approximate,,,514 747-6680,tekeyanmontreal.ca,centretekeyan@bellnet.ca,community meals: Friday evening,"* Cultural activities: theater, arts ad crafts, literature, traditional dance.* Social activities.* Summer day camps.* Armenian books library.* Abaka weekly newspaper.* Vision Créative Tekeyan: variety shows with cultural themes.* Hay Pem theater company.* Annual bazaar.* Weekly community dinners.* Operation of the Tekeyan Center.* Room rental.",211,,0,0,All,Under 25
SVC_f024e56a31,TEL-AIDE MONTRÉAL,Medical,Medical; Domestic Violence & Safety,Confidential Address,,,0,,,,514 935-1101,telaidemontreal.org/en,info@telaide.org,24 hours / 7 days,"* Anonymous and confidential helpline for all needs: mental health, addiction, couple crisis, domestic violence, work-related stress, abuse and bullying, loneliness, strained relationships.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_1527501dbf,TEL-JEUNES,Youth & Family,Medical; Youth & Family; Education & Literacy,Confidential Address,,,0,,,,1 800-263-2266,www.teljeunes.com/en,info@teljeunes.com,"8h00 to 0h00, 7 days","* Listening and psychosocial intervention by phone, chat, email and text message.* Online exchange forum by and for youth.* Chat with young counselling students, supervised by the professional team.* Interactive, informative and educational content available online.",211,,0,0,All,Under 25
SVC_86241ebdc1,TEL-ÉCOUTE,Other,Other,"6865 Sherbrooke Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1C7",45.517361,-73.567253,1,approximate,,,1 833 326-8837,tel-ecoute.org,info@tel-ecoute.org,"listening line: 7 days, 9h00 to 21h00, office hours: Monday to Friday 9h00 to 17h00",* Active listening over the phone and referrals.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_150a52a76b,TEL-ÉCOUTE - LIGNE D'ÉCOUTE LE DEUIL,Other,Other,"6865 Sherbrooke Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1C7",45.517361,-73.567253,1,approximate,,,1 833 326-8837,tel-ecoute.org,info@tel-ecoute.org,"listening line: 7 days, 9h00 to 21h00, administration: Monday to Friday 9h00 to 17h00",Helpline and referrals for adults who have lost a loved one.,211,,0,0,All,25-44; 45-64
SVC_3cb08fa2de,TEL-ÉCOUTE - LIGNE TEL-AÎNÉS,Seniors,Seniors,"6865 Sherbrooke Street East, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1N 1C7",45.517361,-73.567253,1,approximate,,,1 833 326-8837,tel-ecoute.org,info@tel-ecoute.org,"listening line: 7 days, 9h00 to 21h00, administration: Monday to Friday 9h00 to 17h00",* Telephone listening for seniors.,211,,0,0,All,65+
SVC_71286f87c3,TELLEMENT MIEUX À LA MAISON,Food,Food; Seniors,"1620 Fleury Street East, Ahuntsic-Cartierville, Montréal, QC, H2C 1S8",45.541862,-73.680319,1,approximate,A007,Ahuntsic-Cartierville,514 383-1222,www.tellementmieuxalamaison.com,info@tellementmieuxalamaison.com,"respite: Monday to Saturday 8h00 to 20h00, housekeeping services: Monday to Friday 8h00 to 17h00","* Light, heavy and seasonal housekeeping.* Assistance in the preparation of meals.* Respite banks for caregivers of seniors.",211,,0,0,All,65+
SVC_84756f3edf,TEMPS D'UNE PAUSE (LE),Other,Other,"3130 Jarry Street East, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H1Z 4N8",45.562119,-73.610675,1,exact,A002,Villeray-Saint-Michel-Parc-Extension,514 373-9851,tempsdunepause.org,admissions@tempsdunepause.org,Monday to Saturday 9h00 to 17h00,* Respite in a day centre for one or two days a week.* Support and follow-up for caregivers.* Training for caregivers: conferences and workshops.* Support for families in managing confusing behaviors.* Christmas reception for members. 2716,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_b491da9262,TERESA DELLAR PALLIATIVE CARE RESIDENCE,Medical,Medical,"265 André-Brunet Street, Kirkland, Montréal, QC, H9H 3R4",45.452919,-73.864756,1,exact,,,514 693-1718,residencesoinspalliatifs.ca/en,info@tdpcr.ca,24 hours / 7 days,"Palliative care.* Support groups for relatives.* Support calls: support during the illness and grief.* End-of-life support: social worker, art therapy, music therapy.* Montreal Institute for Palliative Care: advancement of palliative care through education and research.",211,,0,0,All,25-44; 45-64
SVC_fdb7d17d7a,THE CANADIAN MENTAL HEALTH ASSOCIATION - MONTREAL BRANCH,Medical,Shelter; Medical; Immigration & Newcomers; Seniors; Youth & Family; Education & Literacy; Community & Advocacy,"55 Mont-Royal Avenue West, Suite 605, Le Plateau-Mont-Royal, Montréal, QC, H2T 2S6",45.505418,-73.55745,1,approximate,,,514 521-4993,acsmmontreal.qc.ca/en,info@acsmmontreal.qc.ca,Monday to Friday 9h00 to 12h00 and 13h00 to 17h00,"Mental health promotion and prevention.* Information and awareness.* Mental health demystified conference: interactive conferences offered in your workplace, community center, home, etc.* Conference Stress and Anxiety Demystified: acsmmontreal.qc.ca/conferencestressetanxiete* Webinars: acsmmontreal.qc.ca/tous-les-webinaires* Community outreach: representation, cooperation and consultation.* Public speaking and political positioning.* Programs, training, seminars and conferences.* National Mental Health Week.For youth* Adap.t educational activities (what is mental health, stress management, mastering inner speech): acsmmontreal.qc.ca/adapt* Talking about mental health: www.youtube.com/@OnparledeFor seniors* Apprivoiser sa solitude et développer son réseau program: 6 weekly workshops, in person or virtual, development of strategies to break isolation and consolidate the social network, better knowledge of the resources available in the community.* Aging in good mental health: training for caregivers on the mental health of seniors.For newcomers: immigrants and refugees* Workshop Feeling good in your new reality: acsmmontreal.qc.ca/se-sentir-bien-dans-sa-nouvelle-realite",211,,0,1,All,Under 25; 65+
SVC_c702f356ef,THE MONTREAL WEST CHILDREN'S LIBRARY,Youth & Family,Youth & Family; Education & Literacy,"314 Northview Street, Montréal-Ouest, Montréal, QC, H4X 1E2",45.456275,-73.655142,1,exact,,,514 484-7194,www.mwcl.ca,mwcl@mwcl.ca 288,"September to June: Monday, Wednesday, Thursday and Friday 10h00 to 18h00, Tuesday 10h00 to 20h00, Saturday and Sunday 10h00 to 15h00, Jully to August: Monday, Wednesday and Friday 10h00 to 18h00, Tuesday and Thursday 10h00 to 20h00, Saturday 10h00 to 15h00",Loan and consultation of books and audiovisual documents.* Internet access.* Book club for children.* Entertainment and literacy activities.* Cooling centres during extreme heat.,211,,0,0,All,Under 25
SVC_9393398e38,THE PEOPLE'S POTATO,Food,Food,"1455 de Maisonneuve Boulevard West, Suite H-711, 7th floor, Ville-Marie, Montréal, QC, H3G 1M8",45.494935,-73.577622,1,exact,,,514 848-2424,www.peoplespotato.com,peoplespotato@gmail.com,"meal service: septembre to april, Monday to Thursday 12h30 to 13h30, food baskets: all years, consult the website at the beginning of each month for the times and dates",* Food baskets.* Vegan and vegetarian community kitchen.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_946da696e2,THE REFUGEE CENTRE,Shelter,Shelter; Food; Medical; Legal; Translation; Immigration & Newcomers; Employment & Income; Education & Literacy,"2107 Sainte-Catherine Street West, Suite 100, Ville-Marie, Montréal, QC, H3H 1M6",45.489314,-73.584512,1,approximate,,,514 846-0005,www.therefugeecentre.org,info@therefugeecentre.org,"Monday to Friday 10h00 to 17h00, holiday period: closed from mid-December to mid-January, summer period: May 1st to August 31st, closed Friday-Saturday and Sunday","Promoting the integration of newly arrived immigrants.?* Legal Clinic: advice and representation in immigration law (asylum claims, sponsorship, H&ampC applications, permits).* Resettlement and Integration: orientation services, employment assistance, academic support, and financial literacy workshops.* Health and Well-being: psychosocial support, health-related workshops, guidance through the healthcare system, and emergency food baskets.* Transitional Housing: 6-to-8-month program offering stable housing with support services to foster long-term integration in Canada.* Learning Centre: language classes (French and English) and computer courses (web development, coding).",211,,0,1,All,25-44; 45-64
SVC_91d421c427,THE WAY OUT,Shelter,Shelter,Confidential Address,,,0,,,,514 923-7255,lasortie.org/en/home,info@lasortie.org,24 hours / 7 days,Support and assistance for victims of sexual exploitation.* Support in the community for women wishing to leave the sex trade.* Proximity support for sex workers.* Shelter for women wishing to leave the sex trade.* Social reintegration.* Awareness.,211,,0,0,Female,25-44; 45-64
SVC_2923e76c6e,THRIFT SHOPS FOR NOVA - BEACONSFIELD,Material Aid,Material Aid; Recreation & Culture,"449 Beaconsfield Boulevard, Beaconsfield, Montréal, QC, H9W 4C2",45.420051,-73.880145,1,exact,,,514 694-8417,thriftshopsfornova.com,beaconsfield@thriftshopsfornova.com,Tuesday to Saturday 10h00 to 16h00,"* Sale of second hand furniture and various items.* Recovery of used items: furniture, small household items, leisure equipment, books.* Collected at-home: furniture only.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_2ed5b0e1f6,THRIFT SHOPS FOR NOVA - KIRKLAND,Material Aid,Material Aid,"3268 Jean-Yves Street, Kirkland, Montréal, QC, H9J 2R6",45.440588,-73.889456,1,exact,,,514 697-6692,thriftshopsfornova.com,kirkland@thriftshopsfornova.com,Tuesday to Saturday 10h00 to 16h00,"* Second-hand boutique: clothing for all, shoes, jewelry, kitchenware, home decor, etc.* Recovery used good.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4b74d7e569,THRIFT SHOPS FOR NOVA - SAINTE-ANNE,Material Aid,Youth & Family; Material Aid,"43 Sainte-Anne Street, Suite 2 and 3, Sainte-Anne-de-Bellevue, Montréal, QC, H9X 1L4",,,0,,,,514 457-1642,thriftshopsfornova.com,steanne@thriftshopsfornova.com,Tuesday to Sunday 10h00 to 16h00 3457,"* Second-hand store: clothing and shoes for the whole family, small furniture, collectibles, jewelry, watches, antiques, decorations, kitchenware, household linen, small electrical appliances, toys, games, pet supplies, seasonal items, etc.* Recovery of used items.",211,,0,0,All,Under 25
SVC_f8546b99f7,THRIFT SHOPS POUR NOVA - POINTE-CLAIRE,Material Aid,Material Aid,"321 Saint-Jean Boulevard, Pointe-Claire, Montréal, QC, H9R 3J1",45.445306,-73.815747,1,exact,,,"1
514 697-8457",thriftshopsfornova.com,pointeclaire@thriftshopsfornova.com,Tuesday to Sunday 10h00 to 16h00,"* Thrift store: dishes, glassware, silverware, vases, small appliances, linens, paintings and prints, seasonal items, etc.* Recovery of used items.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_e7ca6bd79d,THÉÂTRE APHASIQUE,Other,Other,"225 Sherbrooke Street East, Le Plateau-Mont-Royal, Montréal, QC, H2X 1C9",45.514901,-73.568629,1,exact,A010,Le Plateau-Mont-Royal,514 715-4699,theatreaphasique.org,theatreaphasique@hotmail.com,Monday to Friday 8h00 to 16h00,* Theatre workshops.* Video workshop.* Online language stimulation workshop.* Online reading workshop.* Theatre presentations.* Awareness through plays for the general public.* Shows and exhibitions.* Awareness and information on aphasia. 656,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_bb13e51503,TOIT POUR ELLES (UN),Shelter,Shelter,Confidential Address,,,0,,,,514 903-3553,https://untoitpourellesquebec.org/en/home,info@untoitpourelles.org,"Monday to Thursday 9h00 to 17h00, Friday 9h00 to 13h00",* Temporary housing for a maximum of 3 months for women in the process of leaving the sex industry.* Support for sheltered women and development of an action plan with them to obtain permanent housing.* Collaboration and referral to organizations offering alternative and complementary support services for women in the process of leaving prostitution.,211,,0,0,Female,Under 25; 25-44; 45-64; 65+
SVC_c892fd4ccf,TOITS DE MERCIER (LES),Shelter,Shelter; Food; Seniors,"9250 Hochelaga Street, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1L 0A2",45.607627,-73.518166,1,exact,A005,Mercier-Hochelaga-Maisonneuve,514 493-9250,toitsdemercier.com,info@toitsdemercier.com,Monday to Friday 8h30 to 12h00 and 13h00 to 15h30,Subsidized and non-subsidized housing for autonomous and semi-autonomous seniors.* Evening meals on week days.* Surveillance.* Dining room.* Activities.,211,,0,0,All,65+
SVC_5d08cacd83,TOUJOURS ENSEMBLE,Food,Food; Youth & Family; Education & Literacy; Material Aid; Recreation & Culture,"4926 de Verdun Street, Verdun, Montréal, QC, H4G 1N3",45.456609,-73.571773,1,exact,A006,Verdun,514 761-7867,toujoursensemble.org/en,info@toujoursensemble.org,Monday to Friday 9h00 to 17h00,"* Educational activities: tutoring, scholarships, library.* Recreational activities: after-school activities, day camp, trips.* Sporting activities.* Fight against poverty: school lunches.* Food baskets for the holiday season.* Sac à dos program: academic perseverance for primary school students.* Pathways to Education program: prevention of dropout among high school students.* Distribution of school supplies for members only.",211; community_services,CTR_c03cfba7,0,0,All,Under 25
SVC_0b2861584f,TOUR DE LIRE (LE),Legal,Legal; Education & Literacy,"1935 Cuvillier, 2nd floor, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1W 3A4",45.543579,-73.545109,1,exact,A005,Mercier-Hochelaga-Maisonneuve,514 252-4718,www.tourdelire.org,info@tourdelire.org,Monday to Thursday 9h00 to 17h00,Adult literacy.* Reading and writing workshops.* Popular education activities.* Advocacy activities.,211,,0,0,All,25-44; 45-64
SVC_3b88c12d1b,TOXICO-STOP,Medical,Medical; Legal; Education & Literacy,"4800 Gouin Boulevard East, Montréal-Nord, Montréal, QC, H1H 1G4",45.593899,-73.637606,1,approximate,A004,Montreal-Nord,514 327-6017,www.toxico-stop.com,admission@toxicostop.org,24 hours / 7 days,"In-patient Rehabilitation Centre for 28 days.* Separate programme for addiction to substances.* Social reintegration 6 to 12 months.* Group therapy.* Thematic or educational workshops.* 12-step meetings.* Accommodation recognized by correctional services for persons on remand, on parole or on probation.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_a4ad044192,TOXICOMANIES,Medical,Medical,"1000 Saint-Denis Street, Pavilion C, 11th floor, Ville-Marie, Montréal, QC, H2X 3E4",45.511355,-73.556923,1,exact,,,514 890-8000,www.chumontreal.qc.ca/repertoire/service-psychiatrie-toxicomanies,,Monday to Friday 9h00 to 16h00,"3rd line dependency service. * Services with hospitalization.* Outpatient service with episodes of care (between 6 months and 2 years): assessment, individual meetings, group meetings or an assessment- recommendations by a psychiatrist for the referral team (1 to 3 meetings).",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_0d70d1c272,TOÎT EN VILLE (UN),Shelter,Shelter; Food,Confidential Address,,,0,,,,514 527-6668,,info@fohm.org,office: Monday to Friday 9h00 to 17h00,Subsidized social housing with community support.* Activities.* Community meals once every month.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_fb9ae47262,TOÎT EN VILLE (UN) - PHASE 1,Shelter,Shelter; Food,Confidential Address,,,0,,,,514 527-6668,,info@fohm.org,administration: Monday to Friday 9h00 to 17h00,Subsidized social housing with community support.* Activities.* Community meals once every month.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_c4964221f5,TOÎT EN VILLE (UN) - PHASE 2,Shelter,Shelter; Food,Confidential Address,,,0,,,,514 526-5606,,info@fohm.org,office: Monday to Friday 9h00 to 17h00,Subsidized social housing with community support.* Activities.* Community meals once every month.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_030bc95d04,TOÎT EN VILLE (UN) - PHASE 3,Shelter,Shelter; Food,Confidential Address,,,0,,,,514 527-6668,,info@fohm.org,office: Monday to Friday 9h00 to 17h00,Subsidized social housing with community support.* Activities.* Community meals once every month.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_075eccb40b,TOÎT EN VILLE (UN) - PHASE 4,Shelter,Shelter; Food,Confidential Address,,,0,,,,514 527-6668,,,office: Monday to Friday 9h00 to 17h00,Subsidized social housing with community support.* Activities.* Community meals once every month.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_41fa610bb8,TOÎT EN VILLE (UN) - PHASE 5,Shelter,Shelter; Food,Confidential Address,,,0,,,,514 527-6668,,info@fohm.org,office: Monday to Friday 9h00 to 17h00,Subsidized social housing with community support.* Activities.* Community meals once every month.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_270c5fdc8d,TRAIL (THE),Shelter,Shelter; Medical,"945 Bord-du-Lac-Lakeshore Road, Dorval, Montréal, QC, H9S 2C7",45.44805,-73.787099,1,exact,,,450 332-5373,lesentier-thetrail.ca/en,marie-pier.dusseault@lesentier-thetrail.ca,variable,"Service center for veterans.* Support for veterans' transition: psychosocial and administrative support, search for suitable services.* Information sessions.* Multifunctional space for veterans' support groups.* Programs, workshops and meetings.* Music program. * Transitional Housing for Short-Term Self- Reliant Veterans up to 4 months.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_5cd766810b,TRAIL (THE) - MONTREAL,Medical,Medical,"5654 Monkland Avenue, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H4A 1E4",45.474836,-73.623146,1,exact,A003,Cote-des-Neiges-Notre-Dame-de-Grace,450 332-5373,lesentier-thetrail.ca/en,marie-pier.dusseault@lesentier-thetrail.ca,,"Service center for veterans.* Support for veterans' transition: psychosocial and administrative support, search for suitable services.* Information sessions.* Multifunctional space for veterans' support groups.* Programs, workshops and meetings.* Music program.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_1bbea63177,TRAJECTOIRE QUÉBEC,Other,Other,"460 Sainte-Catherine Street West, Suite 942, Ville-Marie, Montréal, QC, H3B 1A7",45.488273,-73.585734,1,approximate,A009,Westmount,1 800 932-8211,trajectoire.quebec,info@trajectoire.quebec,Monday to Friday 9h00 to 17h00,"Contribution to the overall development of public transit in Québec, the improvement of user services and the enhancement of the user's point of view.* Support for all those who want to get together to work on improving public transit.* Assistance to users in the formulation and delivery of their complaints.* Collaboration to the research on alternatives to the solo car.* Representation of users' views in the media and before elected officials and public transportation authorities.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_04ccbe753f,TRAJET INC,Legal,Legal; Youth & Family; Education & Literacy,"3566 Bélanger Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 1A7",45.550747,-73.58229,1,approximate,,,514 521-2000,trajetoja.org,cfavreau@trajetoja.org,"Monday to Wednesday 9h00 to 18h00, Thursday and Friday 9h00 to 17h00, summer: Monday to Friday 9h00 to 17h00",Development and application of alternative legal practices included in the Youth criminal justice act and the General alternative measures program for adults in some areas of Montreal.* Citizen mediation: mediation and conflict resolution service.* Workshops on the Youth Criminal Justice Act in schools and community organizations.* General alternative measures program (GAMP) for adults.,211,,0,0,All,Under 25; 25-44; 45-64
SVC_f9827b7a1e,TRAJET INC. - MEDIATION AND CONFLICT RESOLUTION SERVICE,Youth & Family,Youth & Family,"3566 Bélanger Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 1A7",45.550747,-73.58229,1,approximate,,,514 521-2000,trajetoja.org/en,info@trajetoja.org,variable,"Mediation and conflict resolution service.* Noise-related problems.* Property-related problems (fences, hedges, snow, renovations) for tenants, co-op members, owners (houses, condos, plexes).* Animal- related problems.* Relationship conflicts (family, friends, colleagues, neighbours).* Situations classified as criminal offenses, such as mischief, threats or sexual gestures.",211,,0,0,All,Under 25
SVC_ded8e7e851,TRANS-ART,Medical,Medical,"6830 du Parc Avenue, Suite 373, Villeray—Saint-Michel—Parc-Extension, Montréal, QC, H3N 1W6",45.528778,-73.617758,1,approximate,A001,Villeray-Saint-Michel-Parc-Extension,514 989-5973,trans-art2000.org,transart2000@bellnet.ca,Monday to Friday 9h00 to 17h00,"Multicultural place for access to culture, education and social services through performing arts promoting social integration and psychosocial motivation.* Promotion of culture, education and social services.* Visual arts.",211,,0,1,All,Under 25; 25-44; 45-64; 65+
SVC_c42b3fd1ca,TRANSART VERS L'EMPLOI,Employment & Income,Medical; Employment & Income; Recreation & Culture,"3680 Jeanne-Mance Street, Suite 213, Le Plateau-Mont-Royal, Montréal, QC, H2X 2K5",45.511584,-73.576303,1,approximate,A010,Le Plateau-Mont-Royal,514 844-6458,,coordo@atelierobnl.com,Monday to Friday 9h15 to 16h00,"Pre-employment program to reintegrate the labour market for people experiencing difficulties related to mental health difficulties.* Support from a qualified socio-professional integration teacher and an employability worker.* Identification of employment environments that correspond to needs.* Support in finding internships.* Job search assistance: cv and cover letter writing, mock interviews, job search tools.* Practice an artistic profession to deepen your self-confidence.* Self-knowledge workshops.",211,,0,0,All,25-44; 45-64
SVC_ea4c2dcc55,TRANSFORMERIE (LA),Food,Food,"6651 Saint-Laurent Boulevard, Rosemont—La Petite-Patrie, Montréal, QC, H2S 3C5",45.531736,-73.611176,1,exact,,,438 540-1246,latransformerie.org/en,info@latransformerie.org,Monday to Thursday 9h00 to 16h00,"Recovery, processing and marketing of food surplus.* Donation to community food aid organizations.* Food waste awareness.* Development of positive and effective solutions to food waste.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_4652d13078,TRANSIT,Shelter,Shelter; Domestic Violence & Safety,Confidential Address,,,0,,,,514 383-4994,www.maisontransit24.com/en,transit24@sympatico.ca,24 hours / 7 days,"Shelter for women victims of domestic violence.* Listening phoneline.* Meetings, moral support, accompaniment.* Group activities.* Referrals.* Awareness activities.",211,,0,0,Female,Under 25; 25-44; 45-64; 65+
SVC_380dd386e8,TRANSITION CENTRE-SUD,Shelter,Shelter; Domestic Violence & Safety,"1819 Rosemont Boulevard, Rosemont—La Petite-Patrie, Montréal, QC, H2G 1S5",45.541053,-73.591218,1,exact,,,514 270-6633,www.transitioncentresud.ca,info@transitioncentresud.ca,24 hours / 7 days,Adult delinquency centre.* Maison L'issue: housing intervention for men on parole.* La Passerelle: community intervention for probationers.* Point Final: domestic violence reoffense prevention program.,211,,0,0,Male,25-44; 45-64
SVC_5325af0c97,TRANSPORT,Medical,Medical; Community & Advocacy,"2502 Desjardins Avenue, Mercier—Hochelaga-Maisonneuve, Montréal, QC, H1V 2H7",45.553369,-73.548652,1,exact,A005,Mercier-Hochelaga-Maisonneuve,514 598-9670,resolidaire.wordpress.com,dg@resolidaire.org,"Monday to Thursday 8h30 to 16h30, Friday 8h30 to 13h30",* Accompaniment and transportation for medical appointments by volunteers.* Transportation for groceries by volunteers.,211,,0,0,All,Under 25; 25-44; 45-64; 65+
SVC_ce276a3b19,TRAVAIL,Immigration & Newcomers,Immigration & Newcomers; Employment & Income; Youth & Family; Education & Literacy,"11000 Saint-Vital Boulevard, Montréal-Nord, Montréal, QC, H1H 4T6",45.588854,-73.645395,1,exact,A004,Montreal-Nord,514 327-5555,www.cjebourassasauve.com,emploi@cjebourassasauve.com,Monday to Friday 8h30 to 16h30,"* Employability: writing and revising of CVs, interview simulation, job seeking strategies, information on labor market, multi-services room for job search.* Specialized programs for mothers, young families, young people with less than a high school diploma, immigrants, asylum seekers with work permits and visible minorities.* Academic and vocational guidance.* Introductory computer workshops.* French conversation workshops.* Bonhomme à lunettes service point.* Sun Youth Organization service point.",211,,0,1,Female,Under 25; 25-44; 45-64
SVC_036edc26d5,TRAVAIL DE MILIEU AUPRÈS DES AÎNÉS EN SITUATION DE VULNÉRABILITÉ,Seniors,Seniors,"12125 Notre-Dame Street East, Suite 311, Rivière-des-Prairies—Pointe-aux-Trembles, Montréal, QC, H1B 2Y9",45.503182,-73.569806,1,approximate,,,514 573-8812,associationbenevolepatme.ca,association.benevole@associationbenevolepatme.ca,Monday to Friday 9h00 to 17h00,Community outreach work for vulnerable seniors.,211,,0,0,All,65+
SVC_3a6f8cd149,TRAVAIL DE RUE ACTION COMMUNAUTAIRE,Other,Other,"75 Sir-George-Étienne-Cartier Square, Suite 212, Le Sud-Ouest, Montréal, QC, H4C 3A1",45.472924,-73.583677,1,approximate,A011,Le Sud-Ouest,"1
514 939-2122",letrac.org,communication@letrac.org,"administration: Monday to Friday 9h00 to 17h00, street work: 7 days, variable","Street work for people 12 years old and over.* Information, support and referral.* Accompaniment.* Mediation during crisis situations.* Consultation and development of resources.* Naloxone kits distribution.* Distribution and delivery of fentanyl test strips.* Distribution of new injection equipment for drug users.",211,,0,0,All,Under 25; 25-44; 45-64; 65+
