directory_id,org_name,primary_category,service_categories,address,latitude,longitude,mappable,geocode_precision,phone,website,email,coverage_area,hours,services,source_name,source_url,last_checked_date
DIR_2db2d677b0,TRIADE HCT (LA) - TAX CLINIC,Medical,Medical; Employment & Income,"8593 Centrale Street, LaSalle, Montréal, QC, H8P 1N3",45.432514,-73.629267,1,approximate,514 368-3640,latriade.ca/en/accueil-english,info@latriade.ca,Montréal Island and surroundings,"Monday to Friday 8h00 to 17h00, Saturday: by appointment","* Year-round tax clinic.* By document drop-off, without appointment or with appointment.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_9c18581c4a,TRIBUNAL ADMINISTRATIF DE DÉONTOLOGIE POLICIÈRE,Legal,Legal; Government Services,"500 René-Lévesque Boulevard West, Suite 6.100, Ville-Marie, Montréal, QC, H2Z 1W7",,,0,,514 864-1991,tadp.gouv.qc.ca/en/tribunal,tribunal.deontologie@tadp.gouv.qc.ca,Province of Québec,Monday to Friday 8h30 to 16h30,"Specialized administrative tribunal with jurisdiction over police officers, wildlife protection officers, special constables, highway inspectors, and investigators from the UPAC and BEI, who are required to answer for any breaches or omissions alleged against them by the Police Ethics Commissioner.* Imposition of sanctions on police officers or peace officers who have committed an act in derogation of the Code of ethics of Québec police officers.* Processing requests for review of complaints that are rejected after investigation by the Commissaire à la déontologie policière.* Responsible for ruling on application for remission from police officers, wildlife protection officers, special constables, traffic controllers or UPAC investigators sanctioned for an act derogatory to the Code of ethics of Québec police officers (except for destitution or dismissal).",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f29bd3228b,TRIBUNAL ADMINISTRATIF DU LOGEMENT - MONTRÉAL - CENTRE-VILLE,Shelter,Shelter; Legal,"1425 René-Lévesque Boulevard West, Suite 600, Ville-Marie, Montréal, QC, H3G 1T7",45.494531,-73.573982,1,exact,514 873-2245,www.tal.gouv.qc.ca/en,,Montréal Island,"Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, by appointment only",Specialized court regarding residential lease matters.* Information on rights and obligations related to leases.* Conciliation between landlords and tenants.* Protection of tenants' rights.* Assistance filling out court application forms.* Application Online: www.tal.gouv.qc.ca/en/your-application-online/filing-an-application-to- the-tribunal* Online calculation tool for rent fixation: www.tal.gouv.qc.ca/en/calculation-for-the-fixing-of- rent/calculation-2023-tool* Online tool to access legal information about the rental lease: justicebot.ca* Online tool to add proof of notification of the request and the list of documents: https://extranet.tal.gouv.qc.ca/internet/asp/transmissionDoc/transmetDoc.asp,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_679d1aa4d6,TRIBUNAL ADMINISTRATIF DU LOGEMENT - MONTRÉAL - RUE BEAUBIEN EST,Shelter,Shelter; Legal,"4994 Beaubien Street East, Suite 300, Rosemont—La Petite-Patrie, Montréal, QC, H1T 1V4",45.571485,-73.571745,1,exact,514 873-2245,www.tal.gouv.qc.ca/en,,Montréal Island,"Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, by appointment only",Specialized court regarding residential lease matters.* Information on rights and obligations related to leases.* Conciliation between landlords and tenants.* Protection of tenants' rights.* Assistance filling out court application forms.* Application Online: www.tal.gouv.qc.ca/en/your-application-online/filing-an-application-to- the-tribunal* Online calculation tool for rent fixation: www.tal.gouv.qc.ca/en/calculation-for-the-fixing-of- rent/calculation-2023-tool* Online tool to access legal information about the rental lease: justicebot.ca* Online tool to add proof of notification of the request and the list of documents: https://extranet.tal.gouv.qc.ca/internet/asp/transmissionDoc/transmetDoc.asp,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_09576866b3,TRIBUNAL ADMINISTRATIF DU LOGEMENT - MONTRÉAL - VILLAGE OLYMPIQUE,Shelter,Shelter; Legal,"5199 Sherbrooke Street East, Suite 2095, Rosemont—La Petite-Patrie, Montréal, QC, H1T 3X1",45.51329,-73.569086,1,approximate,"1
514 873-2245",www.tal.gouv.qc.ca/en,,Province of Québec,"Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, by appointment only",Specialized court regarding residential lease matters.* Information on rights and obligations related to leases.* Conciliation between landlords and tenants.* Protection of tenants' rights.* Assistance filling out court application forms.* Application Online: www.tal.gouv.qc.ca/en/your-application-online/filing-an-application-to- the-tribunal* Online calculation tool for rent fixation: www.tal.gouv.qc.ca/en/calculation-for-the-fixing-of- rent/calculation-2023-tool* Online tool to access legal information about the rental lease: justicebot.ca* Online tool to add proof of notification of the request and the list of documents: https://extranet.tal.gouv.qc.ca/internet/asp/transmissionDoc/transmetDoc.asp,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_ca15c970ce,TRIBUNAL ADMINISTRATIF DU QUÉBEC,Legal,Medical; Legal; Immigration & Newcomers; Employment & Income; Youth & Family; Recreation & Culture,"500 René-Lévesque Boulevard West, 21st Floor, Ville-Marie, Montréal, QC, H2Z 1W7",45.503182,-73.569806,1,approximate,1 800 567-0278,www.taq.gouv.qc.ca/en,tribunal.administratif@taq.gouv.qc.ca,Province of Québec,"Monday to Friday 8h30 to 16h30, closed on public holidays","Last instance services for challenging a decision by a ministry, a public organization or a municipality.* How to file a proceeding: riil.servicestaq.gouv.qc.ca/taq.riil.presentation* Information on conciliation and hearings: preparation, procedure, decision, hearing schedule.* Leaflets, guides and videos.* Social Affairs Section: rules on protestations regarding social security or revenue, compensations plans, pension plan, welfare and family allowances and health, social, education, road security or immigration services.* Real Estate Section: rules on the protestations regarding expropriation, municipal fiscality and urbanism, or others immovable property affairs.* Territory and Environment Section: rules on protestations regarding territory protection, agricultural activities, environment quality, or other territorial and environmental affairs.* Economic Affairs Section: rules on the protestations regarding permits or authorizations provided by economical, professional or commercial control laws.* Mental Health Division.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_62db00e386,TRIBUNAL ADMINISTRATIF DU QUÉBEC - MENTAL HEALTH DIVISON,Medical,Medical; Legal; Government Services,"500 René-Lévesque Boulevard West, 21st Floor, Ville-Marie, Montréal, QC, H2Z 1W7",45.503182,-73.569806,1,approximate,1 800 567-0278,www.taq.gouv.qc.ca/en/filing-a-proceeding/review-board-for-mental-disorders-rbmd,tribunal.administratif@taq.gouv.qc.ca,Province of Québec,"Monday to Friday 8h30 to 16h30, closed on public holidays",Social affairs section sub-division.Review Board for mental disorder* Evaluates the files of people charged with a criminal offence and found not responsible or unfit to stand trial by a criminal court.* Assess the risk to public safety.* Rules on the release or detention of individuals and assesses their mental health on an annual basis.Persons confined in a hospital* Rules on cases concerning the Act respecting the protection of persons whose mental state presents a danger to themselves or to others.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f64f338d47,TRIBUNAL ADMINISTRATIF DU TRAVAIL,Legal,Medical; Legal,"500 René-Lévesque Boulevard West, Suite 18.200, Ville-Marie, Montréal, QC, H2Z 1W7",45.505418,-73.55745,1,approximate,1 800 361-9593,www.tat.gouv.qc.ca/menu-utilitaire/english-content,communications@tat.gouv.qc.ca,Province of Québec,Monday to Friday 8h30 à 16h30,"Ruling instance for disputes related to over forty laws in the work field.* Four divisions: labour relations, essential services and ensuring the well-being of the population, health and security in the workplace, construction and professional qualification.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_b42e4e0937,TROTTIBUS,Youth & Family,Youth & Family; Education & Literacy,"5151 de l'Assomption Boulevard, Rosemont—La Petite-Patrie, Montréal, QC, H1T 4A9",45.572458,-73.55602,1,approximate,1 888 939-3333,trottibus.ca/en,trottibus@cancer.ca,Province of Québec,Monday to Friday 9h00 to 17h00,* Pedestrian buses allowing primary students to walk from home to school.* Program offered to parents wishing to get involved and initiate the project.* Available for all Québec primary schools.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0b95a33a1a,TYNDALE ST-GEORGES COMMUNITY CENTRE,Community & Advocacy,Food; Medical; Legal; Translation; Employment & Income; Seniors; Youth & Family; Education & Literacy; Material Aid; Community & Advocacy; Recreation & Culture,"870 Richmond Square, Le Sud-Ouest, Montréal, QC, H3J 1V7",45.484268,-73.564987,1,approximate,514 931-6265,www.tyndalestgeorges.com,info@tyndalestgeorges.com,Little Burgundy,"Monday to Friday 9h00 to 18h00, Saturday and Sunday 10h00 to 16h00","Multiservice centre promoting independence, mutual-help and self-fulfilling through a variety of educational, cultural, social, employment and leisure programs.* Parenting and daily skills workshops.* Discussion between parents.* Playgroups, literacy and stimulation for young children.* Children's library.* Summer day camp.* Assistance with homework.* After-school activities.* Weekend activities.* Pedagogical days.* High school perseverance program.* Family support worker.* Employability programs.* French classes.* Access to computers.* Legal clinic.* Personal development.* Seniors' programs.* Distribution of school supplies.* Christmas baskets.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_178d6b910a,TÉLÉ-QUÉBEC,Youth & Family,Youth & Family; Education & Literacy,"905 de Lorimier Avenue, Ville-Marie, Montréal, QC, H2K 3V9",45.523229,-73.546447,1,exact,514 521-2424,www.telequebec.tv,info@telequebec.tv,Province of Québec,,"Educational and cultural television broadcasting service.* CLEF, a family literacy project: literacy and numeracy skills, parenting skills.* Literacy resources: laclef.tv/ressources",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2c00d5a9c1,UKRAINIAN MUTUAL AID OF MONTRÉAL,Community & Advocacy,Food; Translation; Seniors; Community & Advocacy,"3300 Rosemont Boulevard, Suite 210, Rosemont—La Petite-Patrie, Montréal, QC, H1X 1K2",45.553449,-73.579884,1,exact,514 729-9540,,entraid1@bellnet.ca,Montréal Island,Monday to Friday 10h00 to 16h00,"Organization for the maintenance of seniors in the community.* Information and referrals.* Translation services and help in filling out forms.* Pairing of volunteers with seniors: visits during holidays, friendly calls.* Meals on wheels.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6aa5e802e6,UKRAINIAN RESIDENCE OF MONTREAL,Seniors,Seniors,Confidential Address,,,0,,514 374-6300,,ukres@videotron.ca,Rosemont-La Petite-Patrie,Monday to Friday 10h00 to 17h00,"Seniors residence for autonomous living.* Two elevators.* Four laundry rooms.* Community hall, garden and terrace.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_49a74bd73f,UNICEF QUÉBEC,Legal,Legal; Youth & Family,"4060 Sainte-Catherine Street West, Suite 400, Westmount, Montréal, QC, H3Z 2Z3",45.487614,-73.586112,1,exact,514 288-5134,www.unicef.ca/en,info@unicef.ca,Province of Québec,Monday to Friday 8h30 to 17h00,Humanitarian organization aiming at improving and promoting children's condition.* Promotion of children and young people's rights and well-being.* Fundraising for UNICEF's highest priorities.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_17d0318f8a,UNION DES FAMILLES D'AHUNTSIC,Youth & Family,Youth & Family; Education & Literacy; Recreation & Culture,"161 Henri-Bourassa Boulevard West, Ahuntsic-Cartierville, Montréal, QC, H3L 1N2",45.541862,-73.680319,1,approximate,514 331-6413,www.loisirsufa.ca,loisirsufa@loisirsufa.ca,Ahuntsic,variable,"* Educational, recreational and sporting activities for all ages.* Youth holiday club.* Youth variety show. 289",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_29bf3e22a9,UNION DES TRAVAILLEUSES ET TRAVAILLEURS ACCIDENTÉS OU MALADES,Legal,Legal,"2348 Hochelaga Street, Ville-Marie, Montréal, QC, H2K 1H8",45.50108,-73.568126,1,approximate,514 527-3661,uttam.quebec,uttam@uttam.quebec,Greater Montréal,"Monday to Friday 9h00 to 12h00 and 13h30 to 17h00, Holiday season: closed from December 22 to January 2 inclusive",* Phone information service on rights and remedies.* Information meetings on compensation for work-related accidents and illnesses.* Support and files follow-up.* Popular education activities.* Collective rights defense action.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_6f666ba257,UNION FRANÇAISE,Immigration & Newcomers,Immigration & Newcomers,"429 Viger Avenue East, Ville-Marie, Montréal, QC, H2L 2N9",45.512286,-73.555519,1,exact,819 431-2570,unionfrancaisedemontreal.org,info@unionfrancaisedemontreal.org,Greater Montréal,"Monday to Thursday 10h30 to 13h00 and 14h00 to 17h00, happy hour: Thursday 17h00 to 20h00","Services association for French-speaking immigrants.* Cultural action.* Listening centre and administrative support: welcoming, information and support concerning visa, retirement, immigration, etc.* Happy hour with conferences, thematic activities, events, social evenings, cultural outings, etc.* Reception hall and bar rental.* Possibility of plot purchase in two cemeteries.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8516de032e,UNIS POUR LES PETITS,Youth & Family,Youth & Family; Community & Advocacy,"3958 Dandurand Street, Rosemont—La Petite-Patrie, Montréal, QC, H1X 1P7",45.550747,-73.58229,1,approximate,514 376-4613,unispourlespetits.ca,info@unispourlespetits.ca,"Côte-Saint-Luc, Hampstead, Montréal-Est, Montréal, Montréal-Ouest, Mont-Royal, Westmount",Monday to Friday 9h00 to 16h00,* Respite and support for parents of a child aged 0 to 12 months.* Information and referral.* Workshops.* Coffee-meeting.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f7d9dfd7c9,UNITARIAN CHURCH OF MONTREAL,Other,Other,"5035 de Maisonneuve Boulevard West, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H4A 1Y5",45.475771,-73.602992,1,exact,514 485-9933,www.ucmtl.ca,office@ucmtl.ca,Greater Montréal,"administration: Monday to Friday 10h00 to 16h30, Sunday services: 10h30",* Sunday services followed by a social hour.* Christmas Eve and Solstice services.* Rental spaces for events.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_58fcb0651d,UNITÉ PERMANENTE ANTICORRUPTION (L'),Other,Other,"2100 Pierre-Dupuy Avenue, Wing 2, 3rd floor, Suite 3010, Ville-Marie, Montréal, QC, H3C 3R5",45.490218,-73.542031,1,exact,1 855 567-8722,upac.gouv.qc.ca/en,,Province of Québec,Monday to Friday 8h30 to 16h30,"Group of public bodies under the responsibility of the Anti-Corruption Commissioner that conducts prevention and investigation activities relating to corruption, collusion, and fraud in the public and parapublic sectors.* Integrity verifications of enterprises offering or willing to offer services to governmental agencies.* Documentation and information relative to the Loi concernant la lutte contre la corruption.* Reporting of misconducts online and by phone.* Awareness session for enterprises with business relations with the government.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_645967de57,UNIVERSITY OF MONTREAL CYBER CRIMINOLOGY CLINIC,Medical,Medical; Education & Literacy,Confidential Address,,,0,,514 343-6111,clinique-cybercriminologie.ca,info@clinique-cybercriminologie.ca,Province of Québec,consult the schedule on the website,"Prevention, support and counselling for victims of cybercrime by a multidisciplinary team of university students.* Personalized remote assistance short, medium and long term for cases of cyber fraud, cyber hygiene and identity theft: help, information, advice, referrals.* Fraude-alerte: community platform for reporting fraud encountered on the web and receiving help and support (www.fraude-alerte.ca/scam/add)* Online resources: video library, blog, guidelines, etc.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2e3a2bbddf,UNIVERSITÉ DE MONTRÉAL - BANQUE ALIMENTAIRE,Food,Food,"3200 Jean-Brillant Street, 2nd floor, cafeteria, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3T 1N8",45.499754,-73.617175,1,exact,,baudem.ca,ba.udem.officiel@gmail.com,Greater Montréal,Monday 15h15 to 16h30,* Weekly food bank.* Christmas basket for members.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_cb1f411e06,UNIVERSITÉ DE MONTRÉAL - CAP CAMPUS,Education & Literacy,Education & Literacy,"3200 Jean-Brillant Street, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3T 1N8",45.499754,-73.617175,1,exact,,capcampus.umontreal.ca,cap-campus@umontreal.ca,Greater Montréal,,"Promotion of school retention through the exploration of different study and career perspectives.* Immersion stays on the campus of the University.* Accompaniment, conferences and mentoring.* School retention program.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_29d245dcd1,UNIVERSITÉ DE MONTRÉAL - CLINIQUE DE KINÉSIOLOGIE,Medical,Medical; Education & Literacy,"2100 Édouard-Montpetit Boulevard, Suite 205, Outremont, Montréal, QC, H3T 1J4",45.508882,-73.613229,1,exact,514 343-8050,www.cliniquekinesio.umontreal.ca/en,cliniquekinesio@umontreal.ca,Greater Montréal,"Monday to Thursday 7h30 to 20h30, by appointment","Clinic-school with physical activity and therapeutic exercises services offered by kinesiology undergraduate students, supervised by experienced kinesiologists.* Evaluation, consultation and intervention.* Elaboration of at home exercises program.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_2d1c14d60d,UNIVERSITÉ DE MONTRÉAL - CLINIQUE UNIVERSITAIRE DE NUTRITION,Medical,Medical,"2405 Côte-Sainte-Catherine Road, Suite 1213, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3T 1A8",45.509421,-73.619302,1,exact,514 343-7055,nutrition.umontreal.ca,clinique-nutrition@umontreal.ca,Greater Montréal,"Monday and Tuesday 11h00 to 20h00, Wednesday and Thursday 9h00 to 17h00, summer season: closed from June 20 to July 6 and from July 18 to August 10","Assessment and follow-up regarding nutrition by a student supervised by a professional nutritionist, in person or by teleconsultation.* Nutritional counseling and clinical assessment of eating habits.* Nutrition for athletes.* Diabetes prevention and management.* Preventive nutrition for people 50 years old and over.* Nutrition for people with gastrointestinal disorders.* Business services: corporate consulting, lectures and group sessions.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_99c9918f86,UNIVERSITÉ DE MONTRÉAL - CLINIQUE UNIVERSITAIRE DE PSYCHOLOGIE,Medical,Medical,"1525 Mont-Royal Boulevard West, Suite D-331, Outremont, Montréal, QC, H2V 2J7",,,0,,514 343-7725,psy.umontreal.ca/ressources-services/clinique-universitaire-de-psychologie,clinique-universitaire@psy.umontreal.ca,Greater Montréal,"Monday to Friday 8h30 to 12h00 and 13h00 to 16h30, summer from june 9 to august 15, 2025: Monday to Thursday 8h30 to 12h00 an 13h00 to 16h30",Affordable assessment and consultation services offered by PhD students under the supervision of experienced psychologists.* Psychological assessment and intervention.* Couple therapy.* Neuropsychological evaluation and intervention.* Satellite neuropsychology clinic on Laval campus.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_a54869fb1a,UNIVERSITÉ DE MONTRÉAL - CLINIQUE UNIVERSITAIRE EN ORTHOPHONIE ET EN,Medical,Medical,,,,0,,,,,,,,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_4cc5491710,UNIVERSITÉ DE MONTRÉAL - DENTAL CLINIC,Medical,Medical,"2900 Edouard-Montpetit Boulevard, Suite J-110, Outremont, Montréal, QC, H3T 1J4",45.504758,-73.614542,1,exact,514 343-6750,medecinedentaire.umontreal.ca/clinique-dentaire/clinique-dentaire/,,Greater Montréal,"Monday to Friday 9h00 to 12h00 and 13h30 to 16h30, summer 2025 to August 15: closed on Fridays.","Affordable dental care offered by students under the supervision of experienced dentists.* Preventive and periodontal care, orthodontics, endodontics, prosthodontics and implantology, pediatric dentistry, diagnostic radiology, oral medicine and pathology, surgery and operative dentistry.* Emergency clinic.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_430d10eacd,UNIVERSITÉ DE MONTRÉAL - OPTOMETRY CLINIC,Medical,Medical; Recreation & Culture,"3744 Jean-Brillant Street, Suite 110, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H3T 1P1",45.494524,-73.622584,1,exact,"1
514 343-6082",www.opto.umontreal.ca/clinique,,Greater Montréal,"phone line: Monday to Thursday 9h00 to 12h00 and 13h00 to 17h00, clinic: Monday 9h00 to 17h00, Tuesday to Thursday 9h00 to 21h00","Complete optical services offered by students under the supervision of experienced practicing optometrists, clinical lecturers and university professors.* General and emergency clinic.* Myopia control.* Glasses, contact lenses and accessories.* Pediatric and geriatric optometry.* Eye examinations, dry eyes, low vision and eye health.* Binocular vision.* Electrodiagnosis.* Aniseikonia.* Visual ergonomics.* Neuro- optometry.* Ophthalmology.* Sports vision.* Collective eye: mobile community optometry clinic.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_f19dd95b18,UNIVERSITÉ DU QUÉBEC À MONTRÉAL,Youth & Family,Youth & Family; Disability; Education & Literacy; Indigenous; Recreation & Culture,"405 Sainte-Catherine Street East, Suite J-M320, Ville-Marie, Montréal, QC, H2L 2C4",45.514106,-73.561215,1,exact,514 987-3000,uqam.ca/en/information/about,,Province of Québec,,"Public educational establishment at university level* 1st, 2nd and 3rd cycle programs.* Continuing and development training.* Distance learning.* Student residences.* Student Life Services: click here* On-line information and videos: demystifying and mastering stress, assertiveness, living with a disability, setting career goals, etc.* Preparatory music school.* Sports centre.* Lifeguard and first-aid training.* Research and creative units.* Other regional campuses: Terrebonne, Laval, Longueuil and Saint-Constant.Student groups* Student Parent Support Committee.* UQAM First Nations Circle.* Public Interest Research Group (GRIP-UQAM).* NISKA, space for Indigenous students from UQAM, place to study, meet and unwind.* Many other groups and resources available.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_96b14a76b5,UNIVERSITÉ DU QUÉBEC À MONTRÉAL - CLINIQUE CARRIÈRE,Medical,Medical; Education & Literacy,"1265 Berri Street, Suite AR-2400, Ville-Marie, Montréal, QC, H2L 4X4",45.505418,-73.55745,1,approximate,,cliniquecarriere.uqam.ca,clinique.carriere@uqam.ca,Province of Québec,,"School and career guidance and informations services, offered in person or remotely.* Help with training and career choices.* Professional development: skills assessment, identification of career aspirations, strategy development, etc.* Help to find a balance at work: help to reintegrate a job, support for well-being at work, change of professional environment, etc.* Helps an organization's staff to develop and mobilize their potential towards a career path within the organization.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_39eac06169,UNIVERSITÉ DU QUÉBEC À MONTRÉAL - CLINIQUE DE SEXOLOGIE,Medical,Medical,"1265 Berri Street, 2nd floor, Ville-Marie, Montréal, QC, H2L 4X4",45.503182,-73.569806,1,approximate,514 987-3000,sexologie.uqam.ca/clinique-de-sexologie,clinique.sexologie@uqam.ca,Greater Montréal,"September to May, Monday to Friday 8h00 to 21h00, by appointment",University sexology training clinic whose services are provided by student trainees supervised by professionals.* Individual or couple psychotherapy for sexual or relationship difficulties.* Accompaniment and support for sexual or relational difficulties.,211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_09da55128e,UNIVERSITÉ DU TROISIÈME ÂGE - MONTRÉAL,Education & Literacy,Education & Literacy,Confidential Address,,,0,,1 800 267-8337,usherbrooke.ca/uta/prog/mtl,uta@usherbrooke.ca,Montréal Island,variable,"Educational programming in 30 university centres for people aged 50 and over.* Open-auditor type educational activities with no assignments or exams and no credits.* Various teaching formulas: courses, seminars, open discussions, workshops, etc.* Student associations that promote integration into cultural and social life.* In-person activities at several locations: Ahuntsic-Bordeaux-Cartierville, LaSalle, West Island, Pointe-de-l'Île, Saint-Laurent, Saint-Léonard, Verdun.* Online activities: click here",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_36f13aed10,UP HOUSE,Food,Food; Medical; Education & Literacy; Community & Advocacy; Recreation & Culture,"5215 Namur Street, Côte-des-Neiges—Notre-Dame-de-Grâce, Montréal, QC, H4P 2R7",45.4821,-73.624964,1,exact,514 764-5599,www.uphouse.org,info@uphouse.org,Province of Québec,Monday to Friday 9h00 to 16h30,"* Information and referral.* Collective kitchen.* Social and recreational activities: radio up podcast, gardening, community volunteering, etc.* Educational and awareness-raising activities: health and nutrition, etc.* Administrative work: involvement of members in running the organization.* Professional reintegration.* Development and innovation in mental health.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_0df9104177,UP WITH WOMEN,Other,Other,Confidential Address,,,0,,438 299-4520,upwithwomen.org,contact@upwithwomen.org 1171,"Québec, Ontario, British Columbia, Alberta, Nova Scotia",variable,"Helps vulnerable women and people of diverse genders escape poverty and launch a sustainable and prosperous career or business.* Coaching program (one year): building self-esteem, resilience, and the ability to identify and seize professional and personal opportunities.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_e46b0bed64,UPOP MONTRÉAL,Other,Other,Confidential Address,,,0,,,www.upopmontreal.com,,Province of Québec,"activities: September to May, Monday to Thursday, evening","Popular education fostering the development of critical thinking.* Courses of one to several sessions: economics, history, art, politics, environment, etc.* Podcast of the courses: podcasters.spotify.com/pod/show/upop-montreal",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_9ceb40297a,URBAIN,Medical,Medical; Youth & Family,"3530, rue Saint-Urbain, Lachine, Montréal, QC, H2X 2N7",45.512127,-73.573168,1,exact,514 385-1232,www.ciusss-centresudmtl.gouv.qc.ca,guichet.dependance.ccsmtl@ssss.gouv.qc.ca,CIUSSS du Centre-Sud-de-l'Île-de-Montréal,"Monday to Thursday 8h00 to 20h00, Friday 8h00 to 16h00","Second-line addiction services.* Specialized assessment (access point at the Louvain service point).* Outpatient rehabilitation.* Inpatient rehabilitation for adults (Louvain service point).* Inpatient rehabilitation for adolescents (by agreement with Portage, Le Grand Chemin and Pavillon du Nouveau Point de Vue).* Internal withdrawal: Light to moderate weaning (at Prince-Arthur service point).* Social reintegration.* Support to relatives.* Individual, group, family and couple intervention.* Nursing services.* At-risk drivers assessment program (PERRCA) (Louvain service point). * Training and support service in addiction (at Prince- Arthur service point).",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_aab6f551f1,URBAN AGRICULTURE LAB,Food,Food; Education & Literacy,Confidential Address,,,0,,,www.au-lab.ca,eric.duchemin@au-lab.ca 466,Province of Québec,,"Urban agriculture research, development and intervention laboratory.* Accompaniment of municipalities and companies wishing to implement urban agriculture projects.* Inter-university and international reflection place on urbanity and food.* Development of research projects on urban agriculture.* Training, events, workshops, seminars, conferences and projects.* Summer school: ecoleagricultureurbaine.org* Information portal and map of initiatives: cultivetaville.com",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_8883c933cd,URGENCE PSYCHOSOCIALE-JUSTICE,Medical,Medical; Government Services,Confidential Address,,,0,,514 861-9331,ccsmtlpro.ca/documentation-par-sujet/sante-mentale-et-dependance/ups-justice,,Montréal Island,24 hours / 7 days,"Crisis and emergency response service 24/7, 365 days/year for any crisis situation where a person has a disturbed mental state.* Estimate the danger associated with the mental state of the person.* Application of Act P-38.001 in situations where this is required in collaboration with the police.* Bereavement intervention during traumatic reactions following non-criminal deaths.* Arrange and link with appropriate resources according to identified needs.* Clinical coaching role and partner support. 2637",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
DIR_44652d2c6d,URGENCES-SANTÉ,Medical,Medical,Confidential Address 911,,,0,,,www.urgences-sante.qc.ca/en/public-information/,info@urgences-sante.qc.ca,Province of Québec,24 hours / 7 days,"Coordination of emergency pre-hospital care, reception and response to emergency calls, stabilisation care, ambulance and inter-facility transport and emergency medical intervention.* Training program for emergency responders and rescuers.* Urgences-santé health communication centre (911 relay).* Applied Research Center for Parahospital Care.* Urban Hero Squad: team of professionnals who travel to public places to train the general public to save lives (cardiac massage, bleeding control, airway clearance, etc.).* Prevention.",211 Grand Montreal / Centraide,https://www.211qc.ca/,2026-07-13
