visit_group_id,center_id,period_start,period_end,key_need,k_anon_count,severity,population_group,language_need_flag,settlement_need_flag,indigenous_specific_need_flag
VG_000810,CTR_4a14a8e2,2026-04-01,2026-06-30,General Support,13,medium,general,False,False,False
VG_000811,CTR_4a14a8e2,2026-04-01,2026-06-30,Employment,10,medium,general,False,False,False
VG_000812,CTR_d7de5095,2026-04-01,2026-06-30,Settlement Navigation,20,low,immigrant_newcomer,True,True,False
VG_000813,CTR_1096262e,2026-04-01,2026-06-30,Family Services,12,medium,,False,False,False
VG_000814,CTR_1096262e,2026-04-01,2026-06-30,Food Support,10,low,general,False,False,False
VG_000815,CTR_f8e43f61,2026-04-01,2026-06-30,General Support,11,low,general,False,False,False
VG_000816,CTR_7ed87d25,2026-04-01,2026-06-30,Food Support,24,low,,False,False,False
VG_000817,CTR_7ed87d25,2026-04-01,2026-06-30,Housing & Shelter,11,medium,general,False,False,False
VG_000818,CTR_46c1056d,2026-04-01,2026-06-30,Housing & Shelter,16,low,general,False,False,False
VG_000819,CTR_46c1056d,2026-04-01,2026-06-30,Family Services,12,high,,False,False,False
VG_000820,CTR_5e11388f,2026-04-01,2026-06-30,Settlement Navigation,44,low,immigrant_newcomer,True,True,False
VG_000821,CTR_7e5403a2,2026-04-01,2026-06-30,Family Services,36,medium,general,False,False,False
VG_000822,CTR_7e5403a2,2026-04-01,2026-06-30,Housing & Shelter,15,high,general,False,False,False
VG_000823,CTR_7e5403a2,2026-04-01,2026-06-30,General Support,47,high,immigrant_newcomer,True,True,False
VG_000824,CTR_f475e4c1,2026-04-01,2026-06-30,General Support,13,medium,immigrant_newcomer,True,True,False
VG_000825,CTR_1e8f68a2,2026-04-01,2026-06-30,Mental Health,20,high,,False,False,False
VG_000826,CTR_bcd315c4,2026-04-01,2026-06-30,Employment,17,medium,general,False,False,False
VG_000827,CTR_bcd315c4,2026-04-01,2026-06-30,Language Access,19,low,immigrant_newcomer,True,True,False
VG_000828,CTR_bcd315c4,2026-04-01,2026-06-30,Mental Health,33,medium,general,False,False,False
VG_000829,CTR_d20f9055,2026-04-01,2026-06-30,Food Support,27,low,general,False,False,False
VG_000830,CTR_d20f9055,2026-04-01,2026-06-30,Language Access,67,low,immigrant_newcomer,True,True,False
VG_000831,CTR_d20f9055,2026-04-01,2026-06-30,Family Services,28,low,immigrant_newcomer,True,True,False
VG_000832,CTR_331e58d0,2026-04-01,2026-06-30,Language Access,9,high,immigrant_newcomer,True,True,False
VG_000833,CTR_331e58d0,2026-04-01,2026-06-30,General Support,12,low,immigrant_newcomer,True,True,False
VG_000834,CTR_53a37326,2026-04-01,2026-06-30,Legal Aid,21,low,general,False,False,False
VG_000835,CTR_49c92c38,2026-04-01,2026-06-30,Family Services,19,medium,general,False,False,False
VG_000836,CTR_ad1d9310,2026-04-01,2026-06-30,Food Support,18,low,,False,False,False
VG_000837,CTR_ad1d9310,2026-04-01,2026-06-30,Language Access,13,medium,immigrant_newcomer,True,True,False
VG_000838,CTR_4c6d7162,2026-04-01,2026-06-30,Employment,16,medium,general,False,False,False
VG_000839,CTR_368ee94b,2026-04-01,2026-06-30,Employment,40,high,,False,False,False
VG_000840,CTR_368ee94b,2026-04-01,2026-06-30,Language Access,12,medium,general,True,False,False
VG_000841,CTR_2194c5f3,2026-04-01,2026-06-30,General Support,14,low,general,False,False,False
VG_000842,CTR_2194c5f3,2026-04-01,2026-06-30,Housing & Shelter,19,medium,general,False,False,False
VG_000843,CTR_2194c5f3,2026-04-01,2026-06-30,Legal Aid,19,low,,False,False,False
VG_000844,CTR_4bf29665,2026-04-01,2026-06-30,Family Services,28,low,immigrant_newcomer,True,True,False
VG_000845,CTR_4bf29665,2026-04-01,2026-06-30,Language Access,21,medium,immigrant_newcomer,True,True,False
VG_000846,CTR_65dae96c,2026-04-01,2026-06-30,Family Services,9,low,,False,False,False
VG_000847,CTR_856a0ed4,2026-04-01,2026-06-30,General Support,16,medium,,False,False,False
VG_000848,CTR_856a0ed4,2026-04-01,2026-06-30,Food Support,12,medium,general,False,False,False
VG_000849,CTR_856a0ed4,2026-04-01,2026-06-30,Employment,24,low,general,False,False,False
VG_000850,CTR_01ab5453,2026-04-01,2026-06-30,Settlement Navigation,43,high,general,False,True,False
VG_000851,CTR_01ab5453,2026-04-01,2026-06-30,Mental Health,15,medium,general,False,False,False
VG_000852,CTR_ae5fc077,2026-04-01,2026-06-30,Food Support,8,medium,general,False,False,False
VG_000853,CTR_ae5fc077,2026-04-01,2026-06-30,General Support,14,high,immigrant_newcomer,True,True,False
VG_000854,CTR_ba69a3d4,2026-04-01,2026-06-30,Housing & Shelter,18,medium,immigrant_newcomer,True,True,False
VG_000855,CTR_5fd9cced,2026-04-01,2026-06-30,Employment,17,medium,,False,False,False
VG_000856,CTR_5fd9cced,2026-04-01,2026-06-30,General Support,11,medium,general,False,False,False
VG_000857,CTR_5e574927,2026-04-01,2026-06-30,Employment,10,low,general,False,False,False
VG_000858,CTR_5e574927,2026-04-01,2026-06-30,Housing & Shelter,60,low,general,False,False,False
VG_000859,CTR_5e574927,2026-04-01,2026-06-30,Mental Health,10,low,general,False,False,False
VG_000860,CTR_80a5c397,2026-04-01,2026-06-30,Legal Aid,14,medium,immigrant_newcomer,True,True,False
VG_000861,CTR_80a5c397,2026-04-01,2026-06-30,Food Support,9,low,general,False,False,False
VG_000862,CTR_80a5c397,2026-04-01,2026-06-30,Employment,14,low,immigrant_newcomer,True,True,False
VG_000863,CTR_48994a0c,2026-04-01,2026-06-30,Housing & Shelter,19,medium,general,False,False,False
VG_000864,CTR_f63c658b,2026-04-01,2026-06-30,Legal Aid,11,medium,immigrant_newcomer,True,True,False
VG_000865,CTR_f63c658b,2026-04-01,2026-06-30,Language Access,23,medium,immigrant_newcomer,True,True,False
VG_000866,CTR_f63c658b,2026-04-01,2026-06-30,General Support,18,medium,,False,False,False
VG_000867,CTR_5a760bb8,2026-04-01,2026-06-30,Legal Aid,16,medium,general,False,False,False
VG_000868,CTR_5a760bb8,2026-04-01,2026-06-30,Employment,8,low,general,False,False,False
VG_000869,CTR_5a760bb8,2026-04-01,2026-06-30,Housing & Shelter,25,low,immigrant_newcomer,True,True,False
VG_000870,CTR_d4c2a5b8,2026-04-01,2026-06-30,Housing & Shelter,14,medium,general,False,False,False
VG_000871,CTR_d4c2a5b8,2026-04-01,2026-06-30,Food Support,48,medium,,False,False,False
VG_000872,CTR_9ffb045c,2026-04-01,2026-06-30,Family Services,19,medium,,False,False,False
VG_000873,CTR_9ffb045c,2026-04-01,2026-06-30,Settlement Navigation,19,medium,general,False,True,False
VG_000874,CTR_9ffb045c,2026-04-01,2026-06-30,Employment,32,medium,immigrant_newcomer,True,True,False
VG_000875,CTR_a64513de,2026-04-01,2026-06-30,Food Support,25,low,general,False,False,False
VG_000876,CTR_a64513de,2026-04-01,2026-06-30,Language Access,10,low,immigrant_newcomer,True,True,False
VG_000877,CTR_a64513de,2026-04-01,2026-06-30,Mental Health,12,low,immigrant_newcomer,True,True,False
VG_000878,CTR_4f3a31da,2026-04-01,2026-06-30,Mental Health,19,high,,False,False,False
VG_000879,CTR_5f887bd7,2026-04-01,2026-06-30,Employment,21,low,immigrant_newcomer,True,True,False
VG_000880,CTR_3f2c6b05,2026-04-01,2026-06-30,General Support,9,low,general,False,False,False
VG_000881,CTR_bbb139b1,2026-04-01,2026-06-30,Housing & Shelter,18,medium,immigrant_newcomer,True,True,False
VG_000882,CTR_bbb139b1,2026-04-01,2026-06-30,Mental Health,22,low,immigrant_newcomer,True,True,False
VG_000883,CTR_59a08899,2026-04-01,2026-06-30,Legal Aid,24,low,,False,False,False
VG_000884,CTR_59a08899,2026-04-01,2026-06-30,Settlement Navigation,19,medium,immigrant_newcomer,True,True,False
VG_000885,CTR_5b099758,2026-04-01,2026-06-30,Legal Aid,20,low,immigrant_newcomer,True,True,False
VG_000886,CTR_5b099758,2026-04-01,2026-06-30,Food Support,19,low,immigrant_newcomer,True,True,False
VG_000887,CTR_54dcb176,2026-04-01,2026-06-30,Housing & Shelter,10,medium,general,False,False,False
VG_000888,CTR_54dcb176,2026-04-01,2026-06-30,Mental Health,22,high,,False,False,False
VG_000889,CTR_54dcb176,2026-04-01,2026-06-30,Employment,18,high,general,False,False,False
VG_000890,CTR_6c66d5ca,2026-04-01,2026-06-30,Family Services,37,medium,immigrant_newcomer,True,True,False
VG_000891,CTR_6c66d5ca,2026-04-01,2026-06-30,Mental Health,33,medium,general,False,False,False
VG_000892,CTR_6c66d5ca,2026-04-01,2026-06-30,Employment,36,high,general,False,False,False
VG_000893,CTR_3c7992ef,2026-04-01,2026-06-30,Family Services,16,low,general,False,False,False
VG_000894,CTR_3c7992ef,2026-04-01,2026-06-30,General Support,21,low,immigrant_newcomer,True,True,False
VG_000895,CTR_232fef90,2026-04-01,2026-06-30,Mental Health,37,medium,general,False,False,False
VG_000896,CTR_232fef90,2026-04-01,2026-06-30,Settlement Navigation,13,low,immigrant_newcomer,True,True,False
VG_000897,CTR_232fef90,2026-04-01,2026-06-30,Legal Aid,16,high,,False,False,False
VG_000898,CTR_031609e5,2026-04-01,2026-06-30,Language Access,20,medium,immigrant_newcomer,True,True,False
VG_000899,CTR_031609e5,2026-04-01,2026-06-30,General Support,47,high,general,False,False,False
VG_000900,CTR_031609e5,2026-04-01,2026-06-30,Legal Aid,22,medium,general,False,False,False
VG_000901,CTR_c9b05f39,2026-04-01,2026-06-30,Food Support,94,medium,,False,False,False
VG_000902,CTR_c9b05f39,2026-04-01,2026-06-30,Legal Aid,22,low,,False,False,False
VG_000903,CTR_33c291af,2026-04-01,2026-06-30,Housing & Shelter,25,low,general,False,False,False
VG_000904,CTR_7ff0ab76,2026-04-01,2026-06-30,Family Services,9,medium,immigrant_newcomer,True,True,False
VG_000905,CTR_7ff0ab76,2026-04-01,2026-06-30,Employment,23,high,,False,False,False
VG_000906,CTR_7ff0ab76,2026-04-01,2026-06-30,Mental Health,11,low,immigrant_newcomer,True,True,False
VG_000907,CTR_69c231f9,2026-04-01,2026-06-30,Language Access,15,medium,general,True,False,False
VG_000908,CTR_69c231f9,2026-04-01,2026-06-30,Settlement Navigation,13,medium,general,False,True,False
VG_000909,CTR_36d3a303,2026-04-01,2026-06-30,Language Access,18,high,immigrant_newcomer,True,True,False
VG_000910,CTR_36d3a303,2026-04-01,2026-06-30,Food Support,23,medium,general,False,False,False
VG_000911,CTR_ad771221,2026-04-01,2026-06-30,Language Access,10,medium,immigrant_newcomer,True,True,False
VG_000912,CTR_ad771221,2026-04-01,2026-06-30,Settlement Navigation,12,medium,general,False,True,False
VG_000913,CTR_21ca4406,2026-04-01,2026-06-30,Settlement Navigation,18,medium,general,False,True,False
VG_000914,CTR_21ca4406,2026-04-01,2026-06-30,Housing & Shelter,7,high,general,False,False,False
VG_000915,CTR_21ca4406,2026-04-01,2026-06-30,Family Services,18,high,immigrant_newcomer,True,True,False
VG_000916,CTR_058ab4bd,2026-04-01,2026-06-30,Employment,28,medium,,False,False,False
VG_000917,CTR_e21ed7b6,2026-04-01,2026-06-30,General Support,49,low,general,False,False,False
VG_000918,CTR_e21ed7b6,2026-04-01,2026-06-30,Legal Aid,19,medium,,False,False,False
VG_000919,CTR_e21ed7b6,2026-04-01,2026-06-30,Family Services,15,medium,,False,False,False
VG_000920,CTR_e3deaeb9,2026-04-01,2026-06-30,Legal Aid,22,medium,,False,False,False
VG_000921,CTR_e3deaeb9,2026-04-01,2026-06-30,General Support,47,low,immigrant_newcomer,True,True,False
VG_000922,CTR_e3deaeb9,2026-04-01,2026-06-30,Housing & Shelter,28,medium,general,False,False,False
VG_000923,CTR_5402b562,2026-04-01,2026-06-30,Legal Aid,71,medium,general,False,False,False
VG_000924,CTR_5402b562,2026-04-01,2026-06-30,Housing & Shelter,16,high,,False,False,False
VG_000925,CTR_f4481a32,2026-04-01,2026-06-30,Family Services,16,low,general,False,False,False
VG_000926,CTR_b22a9630,2026-04-01,2026-06-30,Family Services,27,medium,,False,False,False
VG_000927,CTR_2cb26713,2026-04-01,2026-06-30,Food Support,11,high,immigrant_newcomer,True,True,False
VG_000928,CTR_2cb26713,2026-04-01,2026-06-30,Employment,11,low,general,False,False,False
VG_000929,CTR_2cb26713,2026-04-01,2026-06-30,Legal Aid,13,medium,general,False,False,False
VG_000930,CTR_9a1c695c,2026-04-01,2026-06-30,General Support,16,high,,False,False,False
VG_000931,CTR_68116cf7,2026-04-01,2026-06-30,Housing & Shelter,46,high,immigrant_newcomer,True,True,False
VG_000932,CTR_68116cf7,2026-04-01,2026-06-30,Mental Health,15,low,immigrant_newcomer,True,True,False
VG_000933,CTR_68116cf7,2026-04-01,2026-06-30,Legal Aid,16,low,,False,False,False
VG_000934,CTR_9874d9b7,2026-04-01,2026-06-30,Employment,15,medium,general,False,False,False
VG_000935,CTR_9874d9b7,2026-04-01,2026-06-30,Settlement Navigation,13,low,immigrant_newcomer,True,True,False
VG_000936,CTR_9874d9b7,2026-04-01,2026-06-30,Family Services,21,medium,general,False,False,False
VG_000937,CTR_d1e0cd21,2026-04-01,2026-06-30,Mental Health,8,medium,general,False,False,False
VG_000938,CTR_52269cb0,2026-04-01,2026-06-30,Food Support,12,high,general,False,False,False
VG_000939,CTR_52269cb0,2026-04-01,2026-06-30,Mental Health,35,medium,,False,False,False
VG_000940,CTR_52269cb0,2026-04-01,2026-06-30,Settlement Navigation,28,low,general,False,True,False
VG_000941,CTR_fb8372ab,2026-04-01,2026-06-30,Legal Aid,16,low,general,False,False,False
VG_000942,CTR_ff30aa9e,2026-04-01,2026-06-30,Food Support,16,medium,general,False,False,False
VG_000943,CTR_ff30aa9e,2026-04-01,2026-06-30,Family Services,22,medium,general,False,False,False
VG_000944,CTR_331cabcc,2026-04-01,2026-06-30,Employment,24,low,,False,False,False
VG_000945,CTR_331cabcc,2026-04-01,2026-06-30,Mental Health,18,low,immigrant_newcomer,True,True,False
VG_000946,CTR_9004eeb8,2026-04-01,2026-06-30,Language Access,12,medium,immigrant_newcomer,True,True,False
VG_000947,CTR_18ebdd69,2026-04-01,2026-06-30,Family Services,18,medium,,False,False,False
VG_000948,CTR_607ab43b,2026-04-01,2026-06-30,General Support,36,medium,general,False,False,False
VG_000949,CTR_9cf45e2e,2026-04-01,2026-06-30,Settlement Navigation,24,high,immigrant_newcomer,True,True,False
VG_000950,CTR_9cf45e2e,2026-04-01,2026-06-30,Legal Aid,10,medium,immigrant_newcomer,True,True,False
VG_000951,CTR_a0cb2454,2026-04-01,2026-06-30,Employment,14,low,general,False,False,False
VG_000952,CTR_a0cb2454,2026-04-01,2026-06-30,Food Support,16,medium,immigrant_newcomer,True,True,False
VG_000953,CTR_a0cb2454,2026-04-01,2026-06-30,Legal Aid,12,medium,general,False,False,False
VG_000954,CTR_6baec74e,2026-04-01,2026-06-30,Employment,47,medium,general,False,False,False
VG_000955,CTR_6baec74e,2026-04-01,2026-06-30,Family Services,15,medium,,False,False,False
VG_000956,CTR_6baec74e,2026-04-01,2026-06-30,General Support,26,medium,,False,False,False
VG_000957,CTR_b3a1d405,2026-04-01,2026-06-30,Food Support,30,low,general,False,False,False
VG_000958,CTR_b3a1d405,2026-04-01,2026-06-30,Employment,10,low,general,False,False,False
VG_000959,CTR_b3a1d405,2026-04-01,2026-06-30,Housing & Shelter,8,high,general,False,False,False
VG_000960,CTR_b5f12930,2026-04-01,2026-06-30,Mental Health,18,low,general,False,False,False
VG_000961,CTR_c9e36186,2026-04-01,2026-06-30,Language Access,24,high,immigrant_newcomer,True,True,False
VG_000962,CTR_06cbdf71,2026-04-01,2026-06-30,General Support,38,medium,general,False,False,False
VG_000963,CTR_06cbdf71,2026-04-01,2026-06-30,Food Support,9,low,general,False,False,False
VG_000964,CTR_06cbdf71,2026-04-01,2026-06-30,Family Services,20,high,immigrant_newcomer,True,True,False
VG_000965,CTR_c511712c,2026-04-01,2026-06-30,Food Support,45,medium,general,False,False,False
VG_000966,CTR_33ae545d,2026-04-01,2026-06-30,Housing & Shelter,21,medium,,False,False,False
VG_000967,CTR_44e940c7,2026-04-01,2026-06-30,Food Support,25,medium,general,False,False,False
VG_000968,CTR_44e940c7,2026-04-01,2026-06-30,Employment,21,low,general,False,False,False
VG_000969,CTR_31771153,2026-04-01,2026-06-30,Mental Health,15,low,immigrant_newcomer,True,True,False
VG_000970,CTR_31771153,2026-04-01,2026-06-30,Legal Aid,49,high,general,False,False,False
VG_000971,CTR_f94ed806,2026-04-01,2026-06-30,Employment,14,high,general,False,False,False
VG_000972,CTR_f94ed806,2026-04-01,2026-06-30,Family Services,18,high,,False,False,False
VG_000973,CTR_f94ed806,2026-04-01,2026-06-30,Language Access,23,medium,immigrant_newcomer,True,True,False
VG_000974,CTR_db86caf5,2026-04-01,2026-06-30,Family Services,18,high,general,False,False,False
VG_000975,CTR_db86caf5,2026-04-01,2026-06-30,Housing & Shelter,21,low,,False,False,False
VG_000976,CTR_c84d35b1,2026-04-01,2026-06-30,Settlement Navigation,15,medium,immigrant_newcomer,True,True,False
VG_000977,CTR_c84d35b1,2026-04-01,2026-06-30,Employment,16,medium,general,False,False,False
VG_000978,CTR_c84d35b1,2026-04-01,2026-06-30,Language Access,10,low,immigrant_newcomer,True,True,False
VG_000979,CTR_d9ba4f65,2026-04-01,2026-06-30,Family Services,7,medium,immigrant_newcomer,True,True,False
VG_000980,CTR_d9ba4f65,2026-04-01,2026-06-30,Food Support,13,medium,immigrant_newcomer,True,True,False
VG_000981,CTR_d9ba4f65,2026-04-01,2026-06-30,Employment,15,medium,general,False,False,False
VG_000982,CTR_632c6247,2026-04-01,2026-06-30,Food Support,56,high,general,False,False,False
VG_000983,CTR_632c6247,2026-04-01,2026-06-30,Settlement Navigation,22,low,general,False,True,False
VG_000984,CTR_7824e532,2026-04-01,2026-06-30,General Support,34,low,general,False,False,False
VG_000985,CTR_7824e532,2026-04-01,2026-06-30,Family Services,26,low,,False,False,False
VG_000986,CTR_b1e34750,2026-04-01,2026-06-30,Employment,17,high,general,False,False,False
VG_000987,CTR_b1e34750,2026-04-01,2026-06-30,Food Support,16,high,general,False,False,False
VG_000988,CTR_b1e34750,2026-04-01,2026-06-30,Legal Aid,17,medium,general,False,False,False
VG_000989,CTR_a4124881,2026-04-01,2026-06-30,Language Access,12,medium,immigrant_newcomer,True,True,False
VG_000990,CTR_3fc81946,2026-04-01,2026-06-30,Housing & Shelter,23,medium,,False,False,False
VG_000991,CTR_75c859d3,2026-04-01,2026-06-30,Housing & Shelter,37,high,general,False,False,False
VG_000992,CTR_75c859d3,2026-04-01,2026-06-30,Family Services,29,low,immigrant_newcomer,True,True,False
VG_000993,CTR_75c859d3,2026-04-01,2026-06-30,Employment,13,medium,general,False,False,False
VG_000994,CTR_a80a3a33,2026-04-01,2026-06-30,Language Access,56,high,general,True,False,False
VG_000995,CTR_a80a3a33,2026-04-01,2026-06-30,Legal Aid,22,high,general,False,False,False
VG_000996,CTR_4b05f4df,2026-04-01,2026-06-30,Settlement Navigation,13,medium,immigrant_newcomer,True,True,False
VG_000997,CTR_4b05f4df,2026-04-01,2026-06-30,Housing & Shelter,32,medium,general,False,False,False
VG_000998,CTR_4b05f4df,2026-04-01,2026-06-30,Family Services,11,medium,general,False,False,False
VG_000999,CTR_de03849e,2026-04-01,2026-06-30,Family Services,6,medium,general,False,False,False
VG_001000,CTR_de03849e,2026-04-01,2026-06-30,Employment,15,medium,,False,False,False
VG_001001,CTR_de03849e,2026-04-01,2026-06-30,Language Access,19,medium,immigrant_newcomer,True,True,False
VG_001002,CTR_00085eea,2026-04-01,2026-06-30,General Support,18,high,immigrant_newcomer,True,True,False
VG_001003,CTR_00085eea,2026-04-01,2026-06-30,Legal Aid,13,low,immigrant_newcomer,True,True,False
VG_001004,CTR_00085eea,2026-04-01,2026-06-30,Employment,44,medium,general,False,False,False
VG_001005,CTR_91283b63,2026-04-01,2026-06-30,Language Access,14,medium,immigrant_newcomer,True,True,False
VG_001006,CTR_91283b63,2026-04-01,2026-06-30,Food Support,19,medium,immigrant_newcomer,True,True,False
VG_001007,CTR_540592cf,2026-04-01,2026-06-30,Settlement Navigation,79,medium,general,False,True,False
VG_001008,CTR_540592cf,2026-04-01,2026-06-30,Family Services,38,low,immigrant_newcomer,True,True,False
VG_001009,CTR_540592cf,2026-04-01,2026-06-30,Legal Aid,12,low,immigrant_newcomer,True,True,False
VG_001010,CTR_9dd79a94,2026-04-01,2026-06-30,Food Support,21,medium,immigrant_newcomer,True,True,False
VG_001011,CTR_7bc81477,2026-04-01,2026-06-30,Food Support,13,high,general,False,False,False
VG_001012,CTR_161190a0,2026-04-01,2026-06-30,Food Support,10,low,immigrant_newcomer,True,True,False
VG_001013,CTR_161190a0,2026-04-01,2026-06-30,Family Services,6,medium,immigrant_newcomer,True,True,False
VG_001014,CTR_161190a0,2026-04-01,2026-06-30,General Support,40,medium,general,False,False,False
VG_001015,CTR_5eefc739,2026-04-01,2026-06-30,Family Services,20,medium,immigrant_newcomer,True,True,False
VG_001016,CTR_5611d7f2,2026-04-01,2026-06-30,Family Services,66,high,general,False,False,False
VG_001017,CTR_5611d7f2,2026-04-01,2026-06-30,Legal Aid,40,high,immigrant_newcomer,True,True,False
VG_001018,CTR_99a36aab,2026-04-01,2026-06-30,General Support,14,high,general,False,False,False
VG_001019,CTR_abb7eecf,2026-04-01,2026-06-30,Settlement Navigation,21,high,immigrant_newcomer,True,True,False
VG_001020,CTR_abb7eecf,2026-04-01,2026-06-30,Mental Health,14,high,immigrant_newcomer,True,True,False
VG_001021,CTR_8fe3466a,2026-04-01,2026-06-30,Mental Health,12,high,,False,False,False
VG_001022,CTR_8fe3466a,2026-04-01,2026-06-30,Language Access,16,high,general,True,False,False
VG_001023,CTR_8fe3466a,2026-04-01,2026-06-30,General Support,16,medium,immigrant_newcomer,True,True,False
VG_001024,CTR_b4c05be9,2026-04-01,2026-06-30,Family Services,29,high,general,False,False,False
VG_001025,CTR_b4c05be9,2026-04-01,2026-06-30,Mental Health,8,high,,False,False,False
VG_001026,CTR_466d1bd3,2026-04-01,2026-06-30,Language Access,21,low,general,True,False,False
VG_001027,CTR_466d1bd3,2026-04-01,2026-06-30,Food Support,25,medium,immigrant_newcomer,True,True,False
VG_001028,CTR_a80c6215,2026-04-01,2026-06-30,Language Access,17,high,general,True,False,False
VG_001029,CTR_a80c6215,2026-04-01,2026-06-30,Food Support,12,medium,general,False,False,False
VG_001030,CTR_866cb3f3,2026-04-01,2026-06-30,Legal Aid,18,low,immigrant_newcomer,True,True,False
VG_001031,CTR_2ad27eaf,2026-04-01,2026-06-30,Food Support,11,medium,immigrant_newcomer,True,True,False
VG_001032,CTR_272e1d62,2026-04-01,2026-06-30,Legal Aid,22,medium,,False,False,False
VG_001033,CTR_73c188d9,2026-04-01,2026-06-30,Mental Health,32,medium,,False,False,False
VG_001034,CTR_73c188d9,2026-04-01,2026-06-30,Settlement Navigation,12,low,immigrant_newcomer,True,True,False
VG_001035,CTR_07b588f7,2026-04-01,2026-06-30,Food Support,7,low,general,False,False,False
VG_001036,CTR_07b588f7,2026-04-01,2026-06-30,Housing & Shelter,10,medium,general,False,False,False
VG_001037,CTR_f9e2f797,2026-04-01,2026-06-30,Housing & Shelter,30,medium,immigrant_newcomer,True,True,False
VG_001038,CTR_f9e2f797,2026-04-01,2026-06-30,Legal Aid,38,low,general,False,False,False
VG_001039,CTR_97401290,2026-04-01,2026-06-30,Settlement Navigation,35,low,immigrant_newcomer,True,True,False
VG_001040,CTR_97401290,2026-04-01,2026-06-30,Legal Aid,19,medium,immigrant_newcomer,True,True,False
VG_001041,CTR_2f4e6b6c,2026-04-01,2026-06-30,Food Support,12,low,general,False,False,False
VG_001042,CTR_2f4e6b6c,2026-04-01,2026-06-30,Mental Health,8,low,general,False,False,False
VG_001043,CTR_804ad45a,2026-04-01,2026-06-30,Housing & Shelter,12,low,,False,False,False
VG_001044,CTR_f1baccfe,2026-04-01,2026-06-30,General Support,28,high,general,False,False,False
VG_001045,CTR_f1baccfe,2026-04-01,2026-06-30,Settlement Navigation,25,low,immigrant_newcomer,True,True,False
VG_001046,CTR_694271df,2026-04-01,2026-06-30,Language Access,25,low,general,True,False,False
VG_001047,CTR_17b9dcdd,2026-04-01,2026-06-30,Language Access,19,low,immigrant_newcomer,True,True,False
VG_001048,CTR_17b9dcdd,2026-04-01,2026-06-30,Housing & Shelter,10,low,immigrant_newcomer,True,True,False
VG_001049,CTR_8d08151c,2026-04-01,2026-06-30,Mental Health,21,medium,general,False,False,False
VG_001050,CTR_0ec7ce4f,2026-04-01,2026-06-30,Mental Health,40,low,general,False,False,False
VG_001051,CTR_bbafcc45,2026-04-01,2026-06-30,Employment,20,high,general,False,False,False
VG_001052,CTR_bbafcc45,2026-04-01,2026-06-30,Mental Health,49,high,general,False,False,False
VG_001053,CTR_bbafcc45,2026-04-01,2026-06-30,Housing & Shelter,39,medium,general,False,False,False
VG_001054,CTR_618595fb,2026-04-01,2026-06-30,Family Services,12,medium,general,False,False,False
VG_001055,CTR_2d810e46,2026-04-01,2026-06-30,General Support,13,low,general,False,False,False
VG_001056,CTR_cf0dc34f,2026-04-01,2026-06-30,Mental Health,51,medium,,False,False,False
VG_001057,CTR_cf0dc34f,2026-04-01,2026-06-30,Food Support,9,medium,general,False,False,False
VG_001058,CTR_fffd9e24,2026-04-01,2026-06-30,Legal Aid,20,high,general,False,False,False
VG_001059,CTR_fffd9e24,2026-04-01,2026-06-30,Family Services,33,medium,general,False,False,False
VG_001060,CTR_4ea55e30,2026-04-01,2026-06-30,Mental Health,15,low,,False,False,False
VG_001061,CTR_4ea55e30,2026-04-01,2026-06-30,General Support,13,high,general,False,False,False
VG_001062,CTR_4ea55e30,2026-04-01,2026-06-30,Family Services,12,medium,general,False,False,False
VG_001063,CTR_ebe456a6,2026-04-01,2026-06-30,Family Services,17,medium,immigrant_newcomer,True,True,False
VG_001064,CTR_ebe456a6,2026-04-01,2026-06-30,General Support,19,medium,,False,False,False
VG_001065,CTR_ebe456a6,2026-04-01,2026-06-30,Food Support,12,medium,general,False,False,False
VG_001066,CTR_825b890c,2026-04-01,2026-06-30,Housing & Shelter,97,medium,general,False,False,False
VG_001067,CTR_cb487630,2026-04-01,2026-06-30,Food Support,22,low,,False,False,False
VG_001068,CTR_99232f99,2026-04-01,2026-06-30,Mental Health,27,medium,,False,False,False
VG_001069,CTR_99232f99,2026-04-01,2026-06-30,General Support,19,high,,False,False,False
VG_001070,CTR_99232f99,2026-04-01,2026-06-30,Settlement Navigation,57,low,general,False,True,False
VG_001071,CTR_bca935f6,2026-04-01,2026-06-30,Mental Health,14,medium,,False,False,False
VG_001072,CTR_bca935f6,2026-04-01,2026-06-30,Language Access,9,high,immigrant_newcomer,True,True,False
VG_001073,CTR_cbfa097d,2026-04-01,2026-06-30,Food Support,14,medium,general,False,False,False
VG_001074,CTR_cbfa097d,2026-04-01,2026-06-30,Family Services,32,medium,,False,False,False
VG_001075,CTR_cbfa097d,2026-04-01,2026-06-30,Employment,20,low,,False,False,False
VG_001076,CTR_3a558b26,2026-04-01,2026-06-30,Family Services,27,low,immigrant_newcomer,True,True,False
VG_001077,CTR_3a558b26,2026-04-01,2026-06-30,Language Access,11,low,general,True,False,False
VG_001078,CTR_27ba4fef,2026-04-01,2026-06-30,Settlement Navigation,15,medium,immigrant_newcomer,True,True,False
VG_001079,CTR_27ba4fef,2026-04-01,2026-06-30,Language Access,14,low,general,True,False,False
VG_001080,CTR_27ba4fef,2026-04-01,2026-06-30,Housing & Shelter,14,low,general,False,False,False
VG_001081,CTR_ff03af12,2026-04-01,2026-06-30,Housing & Shelter,40,low,,False,False,False
